[\\mb-fps3\Data\Data_T2\Res_Sa2_25\Res_In3_25.225|0|0],"","",""
IDENT.Ident311,"9525-2854 Québec Inc.","","Corporation's name"
IDENT.Ident120,"2024-09-20","","Line 060 - Tax year start date"
IDENT.Ident121,"2025-03-31","","Line 061 – Tax year-end"
IDENT.Ident240,"Y","","Line 070 – Is this the first year of filing after incorporation?"
IDENT.Ident128,"2024-09-20","","Date on which the corporation was formed"
IDENT.Ident7,"71004 5758 RC0001","","Line 001 – Business number (BN)"
IDENT.Ident60,"1180201031","","Québec – Québec enterprise number (NEQ)"
IDENT.Ident61,"1232066977 IC 0001","","Québec – Identification number"
IDENT.Ident160,"1","","Line 040 – Type of corporation at the end of the tax year"
IDENT.Ident184,"4548 Papineau","","Address (line 1) – Head office"
IDENT.Ident447,"4548","","Information specific to the T1134, MR-69, TP-21.4.39 and TP-1079.8.BE forms – Street number"
IDENT.Ident448,"Papineau","","Information specific to the T1134, MR-69, TP-21.4.39 and TP-1079.8.BE forms – Street name, P.O. box"
IDENT.Ident186,"Montreal","","City – Head office"
IDENT.Ident187,"QC","","Province – Head office"
IDENT.Ident189,"H2H 1V3","","Postal Code – Head office"
IDENT.Ident195,"4548 Papineau","","Line 021 – Mailing address – C/O"
IDENT.Ident198,"Montreal","","Line 025 – Mailing address – City"
IDENT.Ident199,"QC","","Line 026 – Mailing address – Province, territory, or state"
IDENT.Ident201,"H2H 1V3","","Line 028 – Mailing address – Postal Code"
IDENT.Ident338,"Y","","Line 030 – Has this address changed since the last time the CRA was notified?"
IDENT.Ident204,"4548 Papineau","","Line 031 – Location of books and records – Address – line 1"
IDENT.Ident206,"Montreal","","Line 035 – Location of books and records – City"
IDENT.Ident207,"QC","","Line 036 – Location of books and records – Province, territory, or state"
IDENT.Ident209,"H2H 1V3","","Line 038 – Location of books and records – Postal Code"
IDENT.Ident422,"722511","","What is the corporation's main revenue-generating business activity?"
IDENT.Ident254,"Restaurant","","Line 284 – Specify the principal products mined, manufactured, sold, constructed, or services provided"
IDENT.Ident257,"1.00000","","Line 285 – Give approximate percentage of the total revenue that product or service at line 284 represents."
IDENT.Ident212,"Sandhu","","Line 950 – Authorized signing officer of the corporation – Last name"
IDENT.Ident213,"Gurpreet Singh","","Line 951 – Authorized signing officer of the corporation – First name"
IDENT.Ident214,"Treasurer","","Line 954 – Authorized signing officer of the corporation – Position, office, or rank"
T2HeaderFile.SchedProdDate,"2025-09-25","","Authorized signing officer of the corporation – Date of signing"
IDENT.Ident310,"(514) 887-8685","","Line 956 – Authorized signing officer of the corporation – Phone"
IDENT.Ident224,"Y","","Line 957 – Is the contact person the same as the authorized signing officer? "
FDTED.TTwted12,"0","","Status – Accepted – Transmission service used – Québec"
GFGIB.Ttwgib1,"9525-2854 Québec Inc.","","Name of the corporation"
GFGIB.Ttwgib7,"2025-03-31","","Taxation year end"
GFGBA.Ttwgba62,"29,214","","GIFI code 1000 – Cash and deposits"
GFGBA.Ttwgba74,"35,383","","GIFI code 1066 – Taxes receivable"
GFGBA.Ttwgba86,"50,255","","GIFI code 1120 – Inventories"
GFGBA.Ttwgba127,"6,114","","GIFI code 1484 – Prepaid expenses"
GFGBA.Ttwgba129,"11,614","","GIFI code 1486 – Security/tender deposits"
GFGBB.Ttwgbb111,"52,633","","Tangible capital property – GIFI code 1740 – Machinery, equipment, furniture, and fixtures"
GFGBB.Ttwgbb163,"346","","GIFI code 1741 – Accumulated amortization of machinery, equipment, furniture, and fixtures"
GFGBB.Ttwgbb128,"4,916","","Tangible capital property – GIFI code 1774 – Computer equipment/software"
GFGBB.Ttwgbb180,"48","","GIFI code 1775 – Accumulated amortization of computer equipment/software"
GFGBB.Ttwgbb135,"31,858","","Tangible capital property – GIFI code 1787 – Furniture and fixtures"
GFGBB.Ttwgbb186,"209","","GIFI code 1788 – Accumulated amortization of furniture and fixtures"
GFGBB.Ttwgbb137,"62,947","","Tangible capital property – GIFI code 1900 – Other tangible capital assets"
GFGBB.Ttwgbb188,"414","","GIFI code 1901 – Accumulated amortization of other tangible capital assets"
GFGBB.Ttwgbb146,"133,238","","Tangible capital property – GIFI code 1918 – Leasehold improvements"
GFGBB.Ttwgbb197,"256","","GIFI code 1919 – Accumulated amortization of leasehold improvements"
GFGBG.Ttwgbg41,"156,361","","GIFI code 2620 – Amounts payable and accrued liabilities"
GFGBG.Ttwgbg49,"4,598","","GIFI code 2628 – Withholding taxes payable"
GFGBG.Ttwgbg68,"107,482","","GIFI code 2860 – Due to related parties"
GFGBH.Ttwgbh56,"154,030","","GIFI code 3262 – Due to corporate shareholder(s)"
GFGBI.Ttwgbi10,"150","","GIFI code 3500 – Common shares"
GFBGII[1].GFGIJ.Ttwgij68,"60,618","","GIFI code 8000 – Amount – Trade sales of goods and services"
GFBGII[1].GFGIK.Ttwgik52,"28,339","","GIFI code 8320 – Amount – Purchases/cost of materials"
GFBGII[1].GFGIK.Ttwgik90,"460","","GIFI code 8461 – Amount – Overhead expenses allocated to cost of sales"
GFBGII[1].GFGIL.Ttwgil120,"3,819","","GIFI code 8520 – Amount – Advertising and promotion"
GFBGII[1].GFGIL.Ttwgil137,"1,273","","GIFI code 8670 – Amount – Amortization of tangible assets"
GFBGII[1].GFGIL.Ttwgil138,"4,075","","GIFI code 8690 – Amount – Insurance"
GFBGII[1].GFGIL.Ttwgil141,"160","","GIFI code 8710 – Amount – Interest and bank charges"
GFBGII[1].GFGIL.Ttwgil154,"1,964","","GIFI code 8760 – Amount – Business taxes, licences, and memberships"
GFBGII[1].GFGIL.Ttwgil162,"1,789","","GIFI code 8810 – Amount – Office expenses"
GFBGII[1].GFGIL.Ttwgil196,"5,394","","GIFI code 8960 – Amount – Repairs and maintenance"
GFBGII[1].GFGIL.Ttwgil208,"17,018","","GIFI code 9060 – Amount – Salaries and wages"
GFBGII[1].GFGIL.Ttwgil221,"1,691","","GIFI code 9134 – Amount – Laundry"
GFBGII[1].GFGIL.Ttwgil232,"8","","GIFI code 9220 – Amount – Utilities"
GFBGII[1].GFGIL.Ttwgil239,"350","","GIFI code 9270 – Amount – Other expenses"
GFGHA.Ttwgha9,"1","","Can you identify the person specified in the heading of Part 1? If you answered no, go to part 2."
GFGHA.Ttwgha21,"Y","","Does that person have a professional designation in accounting?"
GFGHA.Ttwgha24,"N","","Is that person connected with the corporation?"
GFGHA.Ttwgha50,"Y","","Conducted a compilation engagement"
GFGHA.Ttwgha7,"N","","Were notes to the financial statements prepared?"
GFGHA.Ttwgha11,"2","","Did the corporation have any subsequent events?"
GFGHA.Ttwgha12,"2","","Did the corporation re-evaluate its assets during the tax year?"
GFGHA.Ttwgha13,"2","","Did the corporation have any contingent liabilities during the tax year?"
GFGHA.Ttwgha14,"2","","Did the corporation have any commitments during the tax year?"
GFGHA.Ttwgha15,"N","","Does the corporation have investments in joint venture(s) or partnership(s)?"
GFGHA.Ttwgha31,"2","","In any of the following assets, was an amount recognized in net income or other comprehensive income (OCI) as a result of an impairment loss in the tax year, a reversal of an impairment loss recognized in a previous tax year, or a change in fair value during the tax year?"
GFGHA.Ttwgha42,"2","","Did the corporation derecognize any financial instrument(s) during the tax year (other than trade receivables)?"
GFGHA.Ttwgha43,"2","","Did the corporation apply hedge accounting during the tax year?"
GFGHA.Ttwgha44,"2","","Did the corporation discontinue hedge accounting during the tax year?"
GFGHA.Ttwgha45,"2","","Was an amount included in the opening balance of retained earnings or equity, in order to correct an error, to recognize a change in accounting policy, or to adopt a new accounting standard in the current tax year?"
GFGOA.Ttwgoa62,"150","","GIFI code 1000 – Cash and deposits"
GFGOI.Ttwgoi10,"150","","GIFI code 3500 – Common shares"
MJRAW.SLIPA[2].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[2].TtwrawA597,"-3,147","","Net income for income tax purposes"
MJRAW.SLIPA[2].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[3].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[3].TtwrawA597,"-665,484","","Net income for income tax purposes"
MJRAW.SLIPA[3].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[4].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[4].TtwrawA597,"112,788","","Net income for income tax purposes"
MJRAW.SLIPA[4].TtwrawA306,"12,155","","Part I tax payable"
MJRAW.SLIPA[5].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[5].TtwrawA597,"390,551","","Net income for income tax purposes"
MJRAW.SLIPA[5].TtwrawA306,"8,318","","Part I tax payable"
MJRAW.SLIPA[6].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[6].TtwrawA597,"-32,467","","Net income for income tax purposes"
MJRAW.SLIPA[6].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[7].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[7].TtwrawA597,"-21,235","","Net income for income tax purposes"
MJRAW.SLIPA[7].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[8].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[8].TtwrawA597,"312,963","","Net income for income tax purposes"
MJRAW.SLIPA[8].TtwrawA306,"35,338","","Part I tax payable"
MJRAW.SLIPA[9].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[9].TtwrawA597,"-13,045","","Net income for income tax purposes"
MJRAW.SLIPA[9].TtwrawA306,"0","","Part I tax payable"
MJRAW.SLIPA[10].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[10].TtwrawA597,"28,760","","Net income for income tax purposes"
MJRAW.SLIPA[10].TtwrawA306,"2,864","","Part I tax payable"
MJRAW.SLIPA[11].TtwrawA594,"","","Total capital cost of eligible property"
MJRAW.SLIPA[11].TtwrawA597,"-3,065","","Net income for income tax purposes"
MJRAW.SLIPA[11].TtwrawA306,"0","","Part I tax payable"
